Id,Label,modularity_class,indegree,outdegree,Degree,pageranks,eigencentrality,stat_inf_class,componentnumber,strongcompnum,weighted indegree,weighted outdegree,Weighted Degree,clustering,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
chris.meyer,,8,1,1,2,0.000364,0.016711,0,0,1151,1,1,2,0,5,0.2587,0.26706,0
chris.sonneborn,,8,1,1,2,0.000364,0.016711,0,0,1151,1,1,2,0,5,0.2587,0.26706,0
chris.walker,,5,2,2,4,0.000274,0.062897,0,0,1151,2,2,4,0.333333,5,0.273362,0.293812,516.290316
christi.nicolay,,4,6,12,18,0.000657,0.164442,0,0,1151,6,12,18,0.515152,4,0.40085,0.422011,34379.746616
christian.yoder,,4,7,6,13,0.000967,0.217961,0,0,1151,7,6,13,0.47619,4,0.325691,0.351776,13005.57534
christie.patrick,,2,2,6,8,0.000362,0.061789,0,0,1151,2,6,8,0.5,4,0.349099,0.364955,54.303948
christina.valdez,,3,1,1,2,0.000194,0.027855,0,0,1151,1,1,2,0,5,0.303972,0.334804,0
christopher.calger,,1,6,4,10,0.000581,0.187594,0,0,1151,6,4,10,0.52381,4,0.351824,0.369897,4722.073862
cindy.buckley,,5,0,1,1,0.000167,0,0,0,1196,0,1,1,0,5,0.269866,0.287928,0
cindy.derecskey,,2,3,7,10,0.00042,0.093037,0,0,1151,3,7,10,0.428571,4,0.345092,0.367727,3268.985127
cindy.olson,,4,4,2,6,0.000439,0.101017,0,0,1151,4,2,6,0.25,4,0.323456,0.334619,1078.957964
cindy.stark,,0,3,4,7,0.000521,0.030006,0,0,1151,3,4,7,0.4,5,0.315822,0.331557,1116.435664
claudette.harvey,,8,1,1,2,0.000238,0.015202,0,0,1151,1,1,2,0,5,0.264507,0.276406,0
clay.harris,,2,0,1,1,0.000167,0,0,0,1197,0,1,1,0,4,0.29681,0.308635,0
clayton.vernon,,7,1,1,2,0.000268,0.020029,0,0,1151,1,1,2,0,5,0.290884,0.305135,0
clement.abrams,,8,3,2,5,0.000559,0.0806,0,0,1151,3,2,5,0.333333,5,0.27646,0.298875,1395.918072
clint.freeland,,5,1,1,2,0.000283,0.028847,0,0,1151,1,1,2,0,5,0.26641,0.280456,0
cole.brown,,4,0,1,1,0.000167,0,0,0,1198,0,1,1,0,5,0.25889,0.266426,0
colleen.sullivan,,8,3,3,6,0.000585,0.074314,0,0,1151,3,3,6,0.333333,4,0.3141,0.331485,4183.101653
connie.sutton,,5,2,2,4,0.000274,0.062897,0,0,1151,2,2,4,0,5,0.326101,0.361644,2737.159346
corey.hollander,,5,0,1,1,0.000167,0,0,0,1199,0,1,1,0,5,0.269866,0.287928,0
craig.young,,5,0,2,2,0.000167,0,0,0,1200,0,2,2,1,5,0.273422,0.293912,0
cris.sherman,,8,1,1,2,0.000364,0.016711,0,0,1151,1,1,2,0,5,0.314863,0.325707,720.019131
cristina.zavala,,6,0,1,1,0.000167,0,0,0,1201,0,1,1,0,4,0.289724,0.305582,0
cutty.cunningham,,0,0,1,1,0.000167,0,0,0,1202,0,1,1,0,5,0.255983,0.265325,0
cynthia.harkness,,5,1,1,2,0.000299,0.035189,0,0,1151,1,1,2,0,5,0.266958,0.279026,0
cynthia.sandherr,,6,5,3,8,0.000576,0.157813,0,0,1151,5,3,8,0.55,4,0.311131,0.333896,3209.270728
d..hogan,,1,1,1,2,0.000194,0.027855,0,0,1151,1,1,2,0.5,5,0.245647,0.254267,0
d..steffes,,1,3,6,9,0.000388,0.113069,0,0,1151,3,6,9,0.733333,4,0.36572,0.384683,704.433067
d.hall,,3,1,1,2,0.000194,0.027855,0,0,1151,1,1,2,0,5,0.303972,0.334804,0
dale.neuner,,5,4,3,7,0.000523,0.126932,0,0,1151,4,3,7,0.5,5,0.279703,0.303857,968.568733
dale.rasmussen,,8,2,4,6,0.000354,0.044049,0,0,1151,2,4,6,0.3,4,0.350515,0.368611,5281.554597
dale.surbey,,7,1,1,2,0.000268,0.020029,0,0,1151,1,1,2,0,5,0.290884,0.305135,0
dan.bump,,8,1,1,2,0.000364,0.016711,0,0,1151,1,1,2,0,5,0.2587,0.26706,0
dan.hyvl,,8,3,3,6,0.000576,0.086942,0,0,1151,3,3,6,0.5,4,0.286464,0.309145,1460.188812
dan.leff,,2,4,6,10,0.00048,0.126969,0,0,1151,4,6,10,0.566667,4,0.378398,0.408349,7020.693838
dan.lyons,,4,4,2,6,0.000621,0.095941,0,0,1151,4,2,6,0.666667,4,0.290558,0.304444,874.443895
dana.gibbs,,0,1,1,2,0.000331,0.010259,0,0,1151,1,1,2,0,5,0.255923,0.265212,0
daniel.allegretti,,6,3,1,4,0.000392,0.110342,0,0,1151,3,1,4,1,5,0.284929,0.299333,0
daniel.diamond,,1,2,4,6,0.000337,0.079529,0,0,1151,2,4,6,0.6,5,0.312491,0.337118,844.773607
daniel.reck,,2,2,1,3,0.000232,0.045469,0,0,1151,2,1,3,1,4,0.296752,0.308542,0
daniel.rogers,,4,1,1,2,0.000355,0.030775,0,0,1151,1,1,2,0,5,0.276903,0.284965,0
danielle.marcinkowski,,1,0,3,3,0.000167,0,0,0,1203,0,3,3,1,4,0.322907,0.337269,0
danny.mccarty,,0,4,2,6,0.000609,0.046634,0,0,1151,4,2,6,0.666667,5,0.257416,0.26915,0
darin.schmidt,,1,0,2,2,0.000167,0,0,0,1204,0,2,2,0.5,5,0.280216,0.291775,0
darin.talley,,1,0,2,2,0.000167,0,0,0,1205,0,2,2,1,5,0.323612,0.355928,0
darran.binns,,0,1,3,4,0.000239,0.037334,0,0,1151,1,3,4,0.833333,4,0.307715,0.333173,312.245925
darrell.schoolcraft,,0,1,1,2,0.000219,0.012282,0,0,1151,1,1,2,0,5,0.270863,0.285431,0
darren.delage,,5,0,1,1,0.000167,0,0,0,1206,0,1,1,0,5,0.26647,0.280562,0
darren.vanek,,8,2,1,3,0.000443,0.051753,0,0,1151,2,1,3,0,5,0.2587,0.26706,312.357687
dave.fuller,,8,2,1,3,0.000443,0.051753,0,0,1151,2,1,3,0,5,0.2587,0.26706,312.357687
dave.perrino,,6,2,3,5,0.000297,0.068582,0,0,1151,2,3,5,1,4,0.304195,0.327829,0
dave.samuels,,1,3,2,5,0.000469,0.114718,0,0,1151,3,2,5,1,5,0.273362,0.293812,0
dave.schafer,,0,1,1,2,0.000219,0.012282,0,0,1151,1,1,2,1,5,0.255955,0.265293,0
david.cromley,,6,0,1,1,0.000167,0,0,0,1207,0,1,1,0,4,0.299509,0.312771,0
david.delainey,,2,12,14,26,0.001933,0.348263,0,0,1151,12,14,26,0.454167,4,0.411835,0.438967,26084.923208
david.dupre,,5,3,2,5,0.00039,0.091743,0,0,1151,3,2,5,0.333333,5,0.27646,0.298875,835.284608
david.fairley,,8,1,1,2,0.000238,0.015202,0,0,1151,1,1,2,0,5,0.264507,0.276406,0
david.forster,,2,5,17,22,0.001281,0.191968,1,0,1151,5,17,22,0.378676,4,0.435531,0.455923,30280.511135
david.gorte,,2,3,1,4,0.000508,0.082945,0,0,1151,3,1,4,0.666667,5,0.268722,0.278126,0
david.haug,,6,1,1,2,0.000261,0.04176,0,0,1151,1,1,2,0,4,0.299451,0.312681,0
david.marshall,,8,2,1,3,0.000436,0.031913,0,0,1151,2,1,3,0,5,0.2587,0.26706,206.090908
david.maxwell,,2,1,3,4,0.000194,0.027855,0,0,1151,1,3,4,0.666667,4,0.310712,0.340566,0
david.minns,,5,3,3,6,0.000495,0.099078,0,0,1151,3,3,6,1,5,0.279703,0.303857,0
david.owen,,8,1,1,2,0.000364,0.016711,0,0,1151,1,1,2,0,5,0.2587,0.26706,0
david.oxley,,4,9,12,21,0.000931,0.268824,1,0,1151,9,12,21,0.489011,4,0.405633,0.433623,20081.744315
david.parquet,,1,4,4,8,0.00047,0.151626,0,0,1151,4,4,8,0.9,4,0.31611,0.341771,815.814135
david.port,,1,4,6,10,0.000532,0.113527,0,0,1151,4,6,10,0.8,4,0.358451,0.388782,717.960581
david.portz,,4,5,4,9,0.000708,0.140896,0,0,1151,5,4,9,0.7,4,0.298117,0.322605,891.986212
david.poston,,4,1,1,2,0.000252,0.030244,0,0,1151,1,1,2,0,5,0.279703,0.29055,0
david.rosenberg,,0,0,1,1,0.000167,0,0,0,1208,0,1,1,0,6,0.234941,0.245373,0
dawn.derr,,7,0,2,2,0.000167,0,0,0,1209,0,2,2,0.5,4,0.328375,0.359036,0
dawn.doucet,,1,1,1,2,0.000244,0.041285,0,0,1151,1,1,2,0,5,0.295863,0.310857,0
deb.korkmas,,4,3,8,11,0.000506,0.081019,0,0,1151,3,8,11,0.482143,4,0.320507,0.351374,2325.958252
debbie.brackett,,1,5,1,6,0.000598,0.162602,0,0,1151,5,1,6,0.55,5,0.266958,0.279026,626.10827
deborah.edison,,8,0,4,4,0.000167,0,0,0,1210,0,4,4,0.166667,4,0.307453,0.321165,0
debra.davidson,,4,1,1,2,0.000252,0.030244,0,0,1151,1,1,2,0,5,0.279703,0.29055,0
debra.perlingiere,,8,2,2,4,0.000436,0.031913,0,0,1151,2,2,4,0,5,0.276349,0.292398,1264.973537
denis.tu,,0,2,1,3,0.000356,0.019747,0,0,1151,2,1,3,1,6,0.234881,0.245251,0
dennis.lee,,0,0,1,1,0.000167,0,0,0,1211,0,1,1,0,5,0.270923,0.285534,0
derek.lee,,5,0,1,1,0.000167,0,0,0,1212,0,1,1,0,5,0.26647,0.280562,0
deshonda.hamilton,,8,0,7,7,0.000167,0,0,0,1213,0,7,7,0.357143,4,0.316891,0.348313,0
diana.scholtes,,1,2,1,3,0.000329,0.071529,0,0,1151,2,1,3,1,5,0.279703,0.29055,0
diane.anderson,,5,2,2,4,0.000362,0.063889,0,0,1151,2,2,4,1,5,0.27646,0.298875,0
diane.goode,,4,1,1,2,0.000229,0.014775,0,0,1151,1,1,2,0,5,0.258829,0.266313,0
diann.huddleson,,6,1,1,2,0.000225,0.031248,0,0,1151,1,1,2,0,4,0.289665,0.305489,0
dina.snow,,4,2,8,10,0.000371,0.050391,0,0,1151,2,8,10,0.482143,4,0.320507,0.351374,971.828748
dirk.vanulden,,6,1,1,2,0.000225,0.031248,0,0,1151,1,1,2,0,4,0.289665,0.305489,0
don.black,,1,4,1,5,0.000488,0.15878,0,0,1151,4,1,5,0.75,5,0.295863,0.310857,0
don.miller,,4,2,2,4,0.000316,0.056487,0,0,1151,2,2,4,0.5,5,0.321252,0.332899,300.769819
donald.lassere,,6,2,1,3,0.000297,0.068582,0,0,1151,2,1,3,1,4,0.289665,0.305489,0
donna.fulton,,1,4,7,11,0.000444,0.122624,0,0,1151,4,7,11,0.714286,4,0.364179,0.38605,1365.636381
donna.lowry,,2,1,6,7,0.000283,0.028847,0,0,1151,1,6,7,0.266667,4,0.335544,0.356196,1587.676738
donna.scott,,0,1,1,2,0.000219,0.012282,0,0,1151,1,1,2,0,5,0.270863,0.285431,0
dorie.hitchcock,,4,1,11,12,0.000244,0.041285,1,0,1151,1,11,12,0.345455,4,0.40421,0.428841,2629.054717
dorothy.youngblood,,2,1,1,2,0.000225,0.031248,0,0,1151,1,1,2,0,5,0.268792,0.278247,52.849498
doug.leach,,2,1,2,3,0.000204,0.017614,0,0,1151,1,2,3,0.5,4,0.29816,0.311355,0
doug.wood,,6,1,1,2,0.000239,0.037334,0,0,1151,1,1,2,0,5,0.284929,0.299333,0
drew.fossum,,0,5,4,9,0.000776,0.077965,0,0,1151,5,4,9,0.4,4,0.299928,0.32377,15136.070142
drew.ries,,1,0,1,1,0.000167,0,1,0,1214,0,1,1,0,5,0.314823,0.325671,0
drew.tingleaf,,1,0,1,1,0.000167,0,1,0,1215,0,1,1,0,5,0.314823,0.325671,0
dwight.beach,,8,0,1,1,0.000167,0,0,0,1216,0,1,1,0,5,0.25876,0.267173,0
e..haedicke,,4,1,3,4,0.000257,0.044487,0,0,1151,1,3,4,1,4,0.325384,0.338034,0
e..rosenberg,,0,1,1,2,0.000304,0.007465,0,0,1151,1,1,2,0,6,0.234881,0.245251,0
e.sullo,,2,0,1,1,0.000167,0,0,0,1217,0,1,1,0,5,0.268782,0.278233,0
ed.mcmichael,,8,5,5,10,0.000667,0.146139,0,0,1151,5,5,10,0.233333,4,0.347753,0.36612,12688.94311
eddy.daniels,,4,1,1,2,0.000355,0.030775,0,0,1151,1,1,2,0,5,0.276903,0.284965,0
edmund.cooper,,5,4,3,7,0.000585,0.143565,0,0,1151,4,3,7,0.833333,5,0.279703,0.303857,314.553269
edward.brady,,1,0,1,1,0.000167,0,0,0,1218,0,1,1,0,5,0.245649,0.254265,0
edward.sacks,,8,5,4,9,0.000633,0.136954,0,0,1151,5,4,9,0.4,4,0.299971,0.326061,4876.840386
elaine.concklin,,0,1,1,2,0.000304,0.007465,0,0,1151,1,1,2,0,6,0.234881,0.245251,0
elena.chilkina,,7,1,1,2,0.000268,0.020029,0,0,1151,1,1,2,0,5,0.290884,0.305135,0
elena.kapralova,,5,2,2,4,0.00039,0.079676,0,0,1151,2,2,4,1,5,0.3222,0.335792,0
elizabeth.brown,,0,0,1,1,0.000167,0,0,0,1219,0,1,1,0,5,0.270923,0.285534,0
elizabeth.labanowski,,6,1,1,2,0.000261,0.04176,0,0,1151,1,1,2,0,4,0.299451,0.312681,0
elizabeth.lay,,2,0,1,1,0.000167,0,0,0,1220,0,1,1,0,5,0.28014,0.291422,0
elizabeth.linnell,,0,4,3,7,0.000444,0.122624,0,0,1151,4,3,7,0.916667,4,0.311131,0.333896,0
bonnie.white,,4,1,0,1,0.000308,0.026616,0,0,308,1,0,1,0,0,0,0,0
charlotte.kraham,,4,1,0,1,0.000308,0.026616,0,0,307,1,0,1,0,0,0,0,0
chris.lackey,,4,2,0,2,0.000393,0.05686,0,0,306,2,0,2,1,0,0,0,0
cliff.baxter,,1,4,0,4,0.000451,0.113369,0,0,119,4,0,4,0.416667,0,0,0,0
genia.fitzgerald,,8,3,3,6,0.000459,0.07686,0,0,1151,3,3,6,0.666667,4,0.296837,0.320034,596.460944
greg.johnston,,4,6,5,11,0.000896,0.171671,0,0,1151,6,5,11,0.633333,5,0.304195,0.327515,663.8644
harlan.murphy,,8,2,1,3,0.00038,0.041818,0,0,1151,2,1,3,1,5,0.278988,0.287777,0
james.fallon,,4,2,0,2,0.000393,0.05686,0,0,305,2,0,2,1,0,0,0,0
jan.king,,4,1,0,1,0.000308,0.026616,0,0,304,1,0,1,0,0,0,0,0
janet.moore,,5,2,1,3,0.000441,0.061805,0,0,1151,2,1,3,1,5,0.278988,0.287777,0
janette.elbertson,,2,4,18,22,0.0007,0.107782,1,0,1151,4,18,22,0.339869,4,0.455724,0.471633,26539.79539
janice.moore,,5,3,3,6,0.000557,0.090652,0,0,1151,3,3,6,0.666667,5,0.28922,0.306863,59.62415
jeffrey.hodge,,6,9,5,14,0.001224,0.260557,0,0,1151,9,5,14,0.513889,4,0.307533,0.331847,11194.720963
joe.hartsoe,,0,6,5,11,0.000749,0.159499,0,0,1151,6,5,11,0.571429,4,0.32457,0.354428,5528.040093
john.llodra,,1,3,3,6,0.00047,0.086305,0,0,1151,3,3,6,0.666667,4,0.331575,0.345508,955.655949
john.malowney,,4,4,2,6,0.000588,0.120749,0,0,1151,4,2,6,0.5,5,0.27646,0.298875,1475.003737
joseph.wagner,,4,1,1,2,0.000308,0.026616,0,0,1151,1,1,2,0,5,0.278988,0.287777,0
justin.boyd,,1,6,4,10,0.000915,0.200956,0,0,1151,6,4,10,0.619048,5,0.284773,0.309523,699.817532
karen.denne,,0,4,13,17,0.000533,0.136958,0,0,1151,4,13,17,0.472527,4,0.410125,0.437118,9824.82191
kevin.hannon,,2,5,3,8,0.000619,0.132887,0,0,1151,5,3,8,0.3,4,0.32381,0.335342,887.552742
kevin.presto,,1,3,3,6,0.000487,0.08793,0,0,1151,3,3,6,0.7,4,0.332798,0.347999,585.82415
leslie.hansen,,1,4,4,8,0.000611,0.141334,0,0,1151,4,4,8,0.8,5,0.294979,0.318274,353.46252
lisa.mellencamp,,6,6,6,12,0.000875,0.167876,0,0,1151,6,6,12,0.333333,4,0.329468,0.35495,9983.101591
lou.stoler,,5,2,0,2,0.000441,0.061805,0,0,303,2,0,2,1,0,0,0,0
marcus.nettelton,,4,2,3,5,0.000387,0.061658,0,0,1151,2,3,5,1,5,0.29203,0.312408,0
mary.cook,,8,6,7,13,0.000915,0.200956,0,0,1151,6,7,13,0.547619,4,0.351287,0.371625,2868.571836
michael.tribolet,,2,4,10,14,0.000606,0.120779,0,0,1151,4,10,14,0.555556,4,0.377365,0.398987,4785.249363
peter.keohane,,4,6,7,13,0.000983,0.185618,0,0,1151,6,7,13,0.482143,4,0.34957,0.371665,7197.432436
richard.sanders,,6,10,10,20,0.001207,0.299143,0,0,1151,10,10,20,0.492424,4,0.351883,0.382032,30526.523255
rogers.herndon,,1,3,1,4,0.000476,0.112388,0,0,1151,3,1,4,0.666667,5,0.295863,0.310857,81.763224
s..bradford,,1,3,4,7,0.000544,0.092259,0,0,1151,3,4,7,0.583333,4,0.330676,0.34603,277.548695
sami.arap,,4,4,3,7,0.000745,0.121427,0,0,1151,4,3,7,0.666667,5,0.293726,0.307666,43.478537
shari.stack,,4,4,5,9,0.000636,0.125694,0,0,1151,4,5,9,0.6,5,0.313482,0.338967,1681.607202
sheila.tweed,,4,5,2,7,0.000746,0.116215,0,0,1151,5,2,7,0.6,4,0.290558,0.304444,671.114058
steve.hall,,6,2,5,7,0.000366,0.057864,0,0,1151,2,5,7,0.7,4,0.323557,0.347115,572.360424
stuart.zisman,,8,3,6,9,0.000577,0.058529,0,0,1151,3,6,9,0.366667,4,0.347987,0.366964,3106.232834
taffy.milligan,,8,5,8,13,0.000708,0.140896,0,0,1151,5,8,13,0.482143,4,0.320507,0.351374,2743.437794
tanya.rohauer,,4,4,4,8,0.000636,0.125694,0,0,1151,4,4,8,0.833333,5,0.294979,0.318274,59.62415
taylor,,1,4,4,8,0.000594,0.134992,0,0,1151,4,4,8,0.666667,5,0.339055,0.358374,615.341527
tracy.ngo,,2,5,3,8,0.000707,0.142908,0,0,1151,5,3,8,0.2,5,0.293851,0.315943,4019.621895
travis.mccullough,,4,7,8,15,0.000933,0.202086,0,0,1151,7,8,15,0.513889,4,0.357032,0.37942,5669.125443
vicki.sharp,,6,4,4,8,0.000649,0.130399,0,0,1151,4,4,8,0.65,4,0.316593,0.339963,867.935072
william.bradford,,2,11,9,20,0.001231,0.353513,0,0,1151,11,9,20,0.378788,4,0.406587,0.427395,51690.50783
ellen.su,,5,1,1,2,0.000283,0.028847,0,0,1151,1,1,2,0,5,0.26641,0.280456,0
ellen.wallumrod,,8,2,1,3,0.000455,0.061198,0,0,1151,2,1,3,0,5,0.2587,0.26706,652.266727
ellis.stern,,0,1,1,2,0.000304,0.007465,0,0,1151,1,1,2,0,6,0.234881,0.245251,0
emily.sellers,,4,1,2,3,0.000219,0.012282,0,0,1151,1,2,3,0,4,0.296879,0.311797,149.080062
enron.announcements,,2,0,8,8,0.000167,0,0,0,1221,0,8,8,0.535714,4,0.355247,0.373534,0
enron.cuttings,,1,0,2,2,0.000167,0,0,0,1222,0,2,2,1,4,0.331258,0.345502,0
enron.security,,5,1,1,2,0.000246,0.035042,0,0,1151,1,1,2,0,5,0.269806,0.287825,0
eric.benson,,6,2,2,4,0.000291,0.049616,0,0,1151,2,2,4,0.833333,4,0.304731,0.322485,0
eric.booth,,8,1,1,2,0.000238,0.015202,0,0,1151,1,1,2,0,5,0.264507,0.276406,0
eric.boyt,,8,1,2,3,0.000238,0.015202,0,0,1151,1,2,3,0,5,0.277088,0.291996,438.646034
eric.gillaspie,,8,1,1,2,0.000364,0.016711,0,0,1151,1,1,2,0,5,0.2587,0.26706,0
eric.letke,,6,1,1,2,0.000225,0.031248,0,0,1151,1,1,2,0,4,0.289665,0.305489,0
eric.thode,,1,2,6,8,0.000339,0.083045,0,0,1151,2,6,8,0.866667,4,0.353503,0.372067,195.922391
erica.braden,,8,0,3,3,0.000167,0,0,0,1223,0,3,3,0.333333,4,0.289683,0.313936,0
erika.vaughan,,5,0,1,1,0.000167,0,0,0,1224,0,1,1,0,5,0.269866,0.287928,0
eserver,,0,0,1,1,0.000167,0,0,0,1225,0,1,1,0,5,0.255983,0.265325,0
esmeralda.gonzalez,,1,0,4,4,0.000167,0,0,0,1226,0,4,4,0.416667,5,0.297961,0.32041,0
eugenio.perez,,1,1,4,5,0.000194,0.027855,0,0,1151,1,4,5,0.833333,4,0.341287,0.373674,448.89179
eva.neufeld,,8,1,1,2,0.000364,0.016711,0,0,1151,1,1,2,0,5,0.2587,0.26706,0
eva.rainer,,8,1,1,2,0.000364,0.016711,0,0,1151,1,1,2,0,5,0.2587,0.26706,0
exchange.administrator,,6,0,2,2,0.000167,0,0,0,1227,0,2,2,0,4,0.308826,0.325422,0
exec.jones,,4,2,1,3,0.00032,0.059262,0,0,1151,2,1,3,1,5,0.314767,0.325587,0
f..calger,,2,5,3,8,0.000566,0.163891,0,0,1151,5,3,8,0.7,4,0.332798,0.347999,0
faith.killen,,1,1,1,2,0.000257,0.044487,1,0,1151,1,1,2,0,5,0.314767,0.325587,0
felecia.acevedo,,4,1,1,2,0.000229,0.014775,0,0,1151,1,1,2,0,5,0.258829,0.266313,0
fernley.dyson,,2,2,2,4,0.00034,0.049011,0,0,1151,2,2,4,1,5,0.30509,0.336974,0
fletcher.sturm,,1,2,2,4,0.000388,0.057603,0,0,1151,2,2,4,0.666667,5,0.296074,0.311419,41.604074
fraisy.george,,2,0,9,9,0.000167,0,0,0,1228,0,9,9,0.5,4,0.380455,0.409398,0
fran.chang,,4,0,1,1,0.000167,0,0,0,1229,0,1,1,0,5,0.279763,0.290651,0
fran.mayes,,4,1,1,2,0.000229,0.014775,0,0,1151,1,1,2,0,5,0.258829,0.266313,0
francisco.dejesus,,3,0,1,1,0.000167,0,0,0,1230,0,1,1,0,5,0.304029,0.334884,0
frank.davis,,5,3,2,5,0.000406,0.098086,0,0,1151,3,2,5,0.333333,5,0.273362,0.293812,516.290316
frank.de,,2,0,1,1,0.000167,0,0,0,1231,0,1,1,0,5,0.268782,0.278233,0
frank.hayden,,1,3,4,7,0.000436,0.105801,0,0,1151,3,4,7,0.65,4,0.334894,0.351294,672.851544
frank.sayre,,5,3,2,5,0.000495,0.099078,0,0,1151,3,2,5,1,5,0.27646,0.298875,0
frank.vickers,,1,4,2,6,0.000537,0.133338,0,0,1151,4,2,6,0.583333,5,0.317708,0.330649,1265.512766
frazier.king,,0,1,1,2,0.000219,0.012282,0,0,1151,1,1,2,0,5,0.270863,0.285431,0
fred.mitro,,5,1,2,3,0.000238,0.015202,0,0,1151,1,2,3,0,4,0.281449,0.297935,48.716893
fred.philipson,,2,2,2,4,0.000284,0.052656,0,0,1151,2,2,4,0.333333,5,0.326101,0.361644,2607.154711
gail.brownfeld,,4,0,1,1,0.000167,0,0,0,1232,0,1,1,0,5,0.276962,0.285068,0
gary.justice,,1,0,1,1,0.000167,0,1,0,1233,0,1,1,0,5,0.314823,0.325671,0
gary.kenagy,,0,0,1,1,0.000167,0,0,0,1234,0,1,1,0,5,0.270923,0.285534,0
gary.peng,,6,0,1,1,0.000167,0,0,0,1235,0,1,1,0,4,0.299509,0.312771,0
gary.smith,,0,2,3,5,0.000469,0.017724,0,0,1151,2,3,5,0.666667,4,0.303838,0.319793,1669.206339
gary.stadler,,2,1,2,3,0.000194,0.027855,0,0,1151,1,2,3,1,5,0.30509,0.336974,0
gary.zahn,,0,0,1,1,0.000167,0,0,0,1236,0,1,1,0,6,0.234941,0.245373,0
gavin.dillingham,,6,1,1,2,0.000261,0.04176,0,0,1151,1,1,2,0,4,0.299451,0.312681,0
gay.mayeux,,1,0,1,1,0.000167,0,0,0,1237,0,1,1,0,5,0.248443,0.254361,0
gene.humphrey,,2,0,1,1,0.000167,0,0,0,1238,0,1,1,0,6,0.229409,0.234281,0
